107,15,1637,2017-04-21 17:27:00,2017-04-21 17:27:00,2017-04-21 23:31:19,2017-04-21 23:31:19
108,15,283,2017-04-21 17:40:00,2017-04-21 17:38:00,2017-04-21 23:31:19,2017-04-21 23:31:19
109,15,1127,2017-04-21 17:49:00,2017-04-21 17:48:00,2017-04-21 23:31:19,2017-04-21 23:31:19
110,15,2767,2017-04-21 17:55:00,2017-04-21 17:55:00,2017-04-21 23:31:19,2017-04-21 23:31:19
111,16,1637,2017-04-21 18:27:00,2017-04-21 18:27:00,2017-04-21 23:31:19,2017-04-21 23:31:19
112,16,283,2017-04-21 18:40:00,2017-04-21 18:38:00,2017-04-21 23:31:19,2017-04-21 23:31:19
113,16,1127,2017-04-21 18:49:00,2017-04-21 18:48:00,2017-04-21 23:31:19,2017-04-21 23:31:19
114,16,2767,2017-04-21 18:55:00,2017-04-21 18:55:00,2017-04-21 23:31:19,2017-04-21 23:31:19
115,17,1637,2017-04-21 05:13:00,2017-04-21 05:13:00,2017-04-21 23:31:20,2017-04-21 23:31:20
116,17,283,2017-04-21 05:26:00,2017-04-21 05:24:00,2017-04-21 23:31:20,2017-04-21 23:31:20
117,17,1127,2017-04-21 05:36:00,2017-04-21 05:35:00,2017-04-21 23:31:20,2017-04-21 23:31:20
118,17,2767,2017-04-21 05:46:00,2017-04-21 05:42:00,2017-04-21 23:31:20,2017-04-21 23:31:20
119,17,2824,2017-04-21 05:52:00,2017-04-21 05:51:00,2017-04-21 23:31:20,2017-04-21 23:31:20
120,17,1092,2017-04-21 05:57:00,2017-04-21 05:56:00,2017-04-21 23:31:20,2017-04-21 23:31:20
121,17,1672,2017-04-21 06:01:00,2017-04-21 06:00:00,2017-04-21 23:31:20,2017-04-21 23:31:20
122,17,3040,2017-04-21 06:07:00,2017-04-21 06:06:00,2017-04-21 23:31:20,2017-04-21 23:31:20
123,17,1773,2017-04-21 06:09:00,2017-04-21 06:09:00,2017-04-21 23:31:20,2017-04-21 23:31:20
124,17,1774,2017-04-21 06:14:00,2017-04-21 06:14:00,2017-04-21 23:31:20,2017-04-21 23:31:20
125,18,1637,2017-04-21 05:43:00,2017-04-21 05:43:00,2017-04-21 23:31:20,2017-04-21 23:31:20
126,18,283,2017-04-21 05:56:00,2017-04-21 05:54:00,2017-04-21 23:31:20,2017-04-21 23:31:20
127,18,1127,2017-04-21 06:06:00,2017-04-21 06:05:00,2017-04-21 23:31:20,2017-04-21 23:31:20
128,18,2767,2017-04-21 06:16:00,2017-04-21 06:12:00,2017-04-21 23:31:20,2017-04-21 23:31:20
129,18,2824,2017-04-21 06:22:00,2017-04-21 06:21:00,2017-04-21 23:31:20,2017-04-21 23:31:20
130,18,1092,2017-04-21 06:27:00,2017-04-21 06:26:00,2017-04-21 23:31:20,2017-04-21 23:31:20
131,18,1672,2017-04-21 06:31:00,2017-04-21 06:30:00,2017-04-21 23:31:20,2017-04-21 23:31:20
132,18,3040,2017-04-21 06:36:00,2017-04-21 06:35:00,2017-04-21 23:31:20,2017-04-21 23:31:20
133,18,1773,2017-04-21 06:38:00,2017-04-21 06:38:00,2017-04-21 23:31:20,2017-04-21 23:31:20
134,18,1774,2017-04-21 06:43:00,2017-04-21 06:43:00,2017-04-21 23:31:20,2017-04-21 23:31:20
135,19,1637,2017-04-21 06:13:00,2017-04-21 06:13:00,2017-04-21 23:31:20,2017-04-21 23:31:20
136,19,283,2017-04-21 06:26:00,2017-04-21 06:24:00,2017-04-21 23:31:20,2017-04-21 23:31:20
137,19,1127,2017-04-21 06:36:00,2017-04-21 06:35:00,2017-04-21 23:31:20,2017-04-21 23:31:20
138,19,2767,2017-04-21 06:46:00,2017-04-21 06:42:00,2017-04-21 23:31:20,2017-04-21 23:31:20
139,19,2824,2017-04-21 06:52:00,2017-04-21 06:51:00,2017-04-21 23:31:20,2017-04-21 23:31:20
