154,Autun,Autun,4.29302700,46.95466800,1,2018-01-31 13:43:41,2018-12-17 03:36:35
155,Auvers-sur-Oise,Auvers sur Oise,2.17531600,49.07061200,1,2018-01-31 13:43:41,2018-12-17 04:15:07
156,Auxerre-St-Gervais,Auxerre St Gervais,3.58514800,47.79760400,1,2018-01-31 13:43:41,2018-12-17 03:44:55
157,Auxonne,Auxonne,5.37715900,47.19289800,1,2018-01-31 13:43:41,2018-12-17 04:21:40
158,Av.Kennedy-Radio-France (Paris),Av.Kennedy Radio France,2.28033100,48.85308600,1,2018-01-31 13:43:41,2018-12-17 04:18:25
159,Avallon,Avallon,3.91253100,47.49551300,1,2018-01-31 13:43:41,2018-12-17 03:44:54
160,Avenay,Avenay,4.04329900,49.06452600,1,2018-01-31 13:43:41,2018-12-17 03:34:28
161,Avenue-Foch (Paris),Avenue Foch,2.27633200,48.87183200,1,2018-01-31 13:43:41,2018-12-17 04:18:25
162,Avenue-Henri-Martin (Paris),Avenue Henri Martin,2.27241800,48.86422700,1,2018-01-31 13:43:41,2018-12-17 04:18:25
163,Avesnelles,Avesnelles,3.94856700,50.11849500,1,2018-01-31 13:43:41,2018-12-17 04:30:39
164,Avesnes,Avesnes,3.93297800,50.12669000,1,2018-01-31 13:43:41,2018-12-17 04:30:39
165,Avignon-Centre,Avignon Centre,4.80526800,43.94187700,1,2018-01-31 13:43:41,2018-12-17 04:19:22
166,Avignon-TGV,Avignon TGV,4.78616000,43.92196300,1,2018-01-31 13:43:41,2018-12-17 04:32:08
167,Avignonet,Avignonet,1.78777200,43.36387100,1,2018-01-31 13:43:41,2018-12-17 03:47:42
168,Avion,Avion,2.83371700,50.40718500,1,2018-01-31 13:43:41,2018-12-17 04:31:35
169,Avord,Avord,2.65259800,47.03477400,1,2018-01-31 13:43:41,2018-12-17 04:24:42
170,Avoudrey,Avoudrey,6.43484000,47.12984600,1,2018-01-31 13:43:41,2018-12-17 04:28:33
171,Avrechy,Avrechy,2.41792300,49.44453100,1,2018-01-31 13:43:41,2018-12-16 03:30:28
172,Ax-les-Thermes,Ax les Thermes,1.83332800,42.72479000,1,2018-01-31 13:43:41,2018-12-17 04:29:50
173,Ay,Ay,4.00166100,49.04878200,1,2018-01-31 13:43:41,2018-12-17 04:30:28
174,Aytre.-Plage,Aytre. Plage,-1.12843100,46.12756700,1,2018-01-31 13:43:41,2018-12-17 03:46:42
175,Azay-le-Rideau,Azay le Rideau,0.44777800,47.26624700,1,2018-01-31 13:43:41,2018-12-17 03:39:36
176,Azay-sur-Cher,Azay sur Cher,0.85998000,47.36509600,1,2018-01-31 13:43:41,2018-12-17 04:23:28
177,Azerailles,Azerailles,6.69612800,48.49124900,1,2018-01-31 13:43:41,2018-12-17 04:23:22
178,Babinière,Babinière,-1.54534500,47.25912100,1,2018-01-31 13:43:41,2018-12-17 03:34:14
179,Baccarat,Baccarat,6.74405200,48.45225600,1,2018-01-31 13:43:41,2018-12-17 04:23:23
180,Baden-Baden,Baden Baden,8.19116500,48.79028100,1,2018-01-31 13:43:41,2018-12-17 04:21:17
181,Bagnac,Bagnac,2.16016100,44.66527000,1,2018-01-31 13:43:41,2018-12-17 03:34:55
182,Bagneaux-sur-Loing,Bagneaux sur Loing,2.70326500,48.23071800,1,2018-01-31 13:43:41,2018-12-17 04:17:32
183,Bagneux (Cachan),Bagneux,2.32103000,48.79321400,1,2018-01-31 13:43:41,2018-12-17 04:35:03
184,Bagnols-Chadenet,Bagnols Chadenet,3.62814500,44.52831000,1,2018-01-31 13:43:41,2018-12-17 04:22:08
185,Baillargues,Baillargues,4.00669700,43.65311300,1,2018-01-31 13:43:41,2018-12-17 04:30:31
186,Bailleau-le-Pin,Bailleau le Pin,1.32504300,48.36683400,1,2018-01-31 13:43:41,2018-12-17 03:39:55
187,Bailleul (Nord),Bailleul,2.73452400,50.72913400,1,2018-01-31 13:43:41,2018-12-17 04:31:44
188,Bailleul Sir Berthoult,Bailleul Sir Berthoult,2.84112600,50.33532400,1,2018-01-31 13:43:41,2018-12-17 04:31:28
189,Bains-les-Bains,Bains les Bains,6.29517700,47.98119700,1,2018-01-31 13:43:41,2018-12-17 04:28:22
190,Baisieux,Baisieux,3.23472100,50.61836100,1,2018-01-31 13:43:41,2018-12-17 03:38:42
191,Balagny-St-Epin,Balagny St Epin,2.34402000,49.29429300,1,2018-01-31 13:43:41,2018-12-17 03:30:38
192,Balbigny,Balbigny,4.18738300,45.81778100,1,2018-01-31 13:43:41,2018-12-17 03:46:48
193,Bâle-St-Jean,Bâle St Jean,7.57278300,47.57035900,1,2018-01-31 13:43:41,2018-12-17 03:48:32
194,Ballan,Ballan,0.61808200,47.33675900,1,2018-01-31 13:43:41,2018-12-17 03:39:36
195,Ballancourt (Ballancourt-sur-Essonne),Ballancourt,2.37129900,48.53243500,1,2018-01-31 13:43:41,2018-12-17 04:25:25
196,Balsieges-Bourg,Balsieges Bourg,3.45685800,44.48226800,1,2018-01-31 13:43:41,2018-12-17 04:21:56
197,Banassac-la-Canourgue,Banassac la Canourgue,3.19621200,44.44763600,1,2018-01-31 13:43:41,2018-12-17 04:19:14
198,Bandol,Bandol,5.75014300,43.14033500,1,2018-01-31 13:43:41,2018-12-17 04:29:58
199,Bannalec,Bannalec,-3.70671900,47.92654400,1,2018-01-31 13:43:41,2018-12-17 03:39:45
200,Bantzenheim,Bantzenheim,7.50443000,47.81150400,1,2018-01-31 13:43:41,2018-12-17 03:42:59
201,Banyuls-sur-Mer,Banyuls sur Mer,3.12442300,42.48261400,1,2018-01-31 13:43:41,2018-12-17 03:43:40
202,Bar-le-Duc,Bar le Duc,5.16702600,48.77361000,1,2018-01-31 13:43:41,2018-12-17 04:25:47
203,Bar-sur-Aube,Bar sur Aube,4.70684700,48.23853400,1,2018-01-31 13:43:41,2018-12-17 04:19:43
